"ITEM CODE";"PARTICULARS";"UOM";"CASE SIZE";"SALE UOM BREAKUP";"SALE UOM (ml/no)";"COST PRICE BTL";"COST PRICE SML/GLS";"COST PRICE ML";"Big Bang Bandra";"BKC";"Lower Parel";"Juhu";"Colaba";"Andheri";"Malad";"Dadar";"THANE";"Chembur";"TOTAL STOCK";"TOTAL CASES";"TOTAL AMOUNT"
"WINE: DOMESTIC";"PEDRERA RED";750;12;5;150;1800.0;360.0;2.4;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WINE: DOMESTIC";"PEDRERA WHITE";750;12;5;150;1485.0;297.0;1.98;1.0;0.0;0.0;3.6;0.0;0.0;0;0.0;0.0;0.0;4.6;0.3833333333333333;6830.999999999999
"WINE: DOMESTIC";"PEDRERA ROSE";750;12;5;150;1750.0;350.0;2.3333333333333335;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WINE: DOMESTIC";"HARDY'S RED";750;12;5;150;1500.0;300.0;2.0;8.6;14.6;15.8;7.0;8.2;11.0;4;5.8;0.0;0.2;75.2;6.266666666666667;112800.0
"WINE: DOMESTIC";"HARDY'S WHITE";750;12;5;150;1390.0;278.0;1.8533333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WINE: DOMESTIC";"SULA WHITE";750;12;5;150;850.0;170.0;1.1333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WINE: DOMESTIC";"REISHA RED";750;12;5;150;1050.0;210.0;1.4;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WINE: DOMESTIC";"REISHA WHITE";750;12;5;150;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WINE: DOMESTIC";"MYRA WHITE";750;12;5;150;1200.0;240.0;1.6;0.0;0.0;1.0;0.4;0.0;0.0;0;0.0;0.0;0.0;1.4;0.11666666666666665;1680.0
"WINE: DOMESTIC";"BANDROCK STATION CHARDONNY";750;12;5;150;1380.0;276.0;1.84;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WINE: DOMESTIC";"SENSI COLEZIONE TOSCANNO (WHITE)";750;12;5;150;1949.0;389.8;2.5986666666666665;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WINE: DOMESTIC";"LANCERS ROSE";750;12;5;150;1750.0;350.0;2.3333333333333335;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WINE: DOMESTIC";"FRATELLI CLASSIC SHIRAZ";750;12;5;150;183.13;36.626;0.24417333333333333;0.0;184.96;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;184.96;15.413333333333334;33871.7248
"WINE: DOMESTIC";"PEDRERA MONASTRELL";750;12;5;150;1485.0;297.0;1.98;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WINE: DOMESTIC";"HARDYS CAB MERLOT";750;12;5;150;1500.0;300.0;2.0;0.0;0.0;0.0;0.6;0.0;0.0;14;0.0;0.0;0.0;14.6;1.2166666666666666;21900.0
"WINE: DOMESTIC";"FAUSTINA MARTINEZ RIOJA ";750;12;5;150;2099.0;419.8;2.7986666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WINE: DOMESTIC";"SENSI COLEZIONE CHIANTI";750;12;5;150;1949.0;389.8;2.5986666666666665;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WINE: DOMESTIC";"REISHA GRAN RESERVA";750;12;5;150;1350.0;270.0;1.8;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WINE: DOMESTIC";"ANTARA";750;12;5;150;775.0;155.0;1.0333333333333334;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WINE: DOMESTIC";"BRIO";750;12;5;150;950.0;190.0;1.2666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WINE: DOMESTIC";"BASSO";750;12;5;150;950.0;190.0;1.2666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WINE: DOMESTIC";"PEDRELLO BLANCO";750;12;5;150;1485.0;297.0;1.98;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WINE: DOMESTIC";"BOUNCHARD CHABBLIS";750;12;5;150;4000.0;800.0;5.333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WINE: DOMESTIC";"CON & SOUR CHARDONAY";750;12;5;150;1570.0;314.0;2.0933333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WINE: DOMESTIC";"FRATELLI CHENIN CLASSIC";750;12;5;150;183.13;36.626;0.24417333333333333;0.0;143.08;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;143.08;11.923333333333334;26202.240400000002
"WINE: DOMESTIC";"FRATELLI CHARDONE";750;12;5;150;795.0;159.0;1.06;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WINE: DOMESTIC";"SENSI COLEZIONE VERMINTO TOSCANNO";750;12;5;150;1949.0;389.8;2.5986666666666665;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WINE: DOMESTIC";"KUMALA SAU BLANCO";750;12;5;150;1370.0;274.0;1.8266666666666667;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WINE: DOMESTIC";"AG 47 CHARDONE";750;12;5;150;1485.0;297.0;1.98;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WINE: DOMESTIC";"JC CHARDONAY";750;12;5;150;1250.0;250.0;1.6666666666666667;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WINE: DOMESTIC";"HARDYS CHARDONNAY";750;12;5;150;1390.0;278.0;1.8533333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WINE: DOMESTIC";"MUDHOUSE BLANC";750;12;5;150;2600.0;520.0;3.466666666666667;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WINE: DOMESTIC";"SULA RESLING";750;12;5;150;850.0;170.0;1.1333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WINE: DOMESTIC";"MYRA SAUVIGNON BLANC";750;12;5;150;680.0;136.0;0.9066666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WINE: DOMESTIC";"PEDRELLA ROSE";750;12;5;150;1485.0;297.0;1.98;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WINE: DOMESTIC";"CHANDON ROSE";750;12;5;150;1500.0;300.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;1.0;1.0;0.08333333333333333;1500.0
"WINE: DOMESTIC";"FRATELLI SANGIOVESE";750;12;5;150;950.0;190.0;1.2666666666666666;0.0;0.0;2.0;0.0;0.0;0.0;0;0.0;0.0;0.0;2.0;0.16666666666666666;1900.0
"WINE: DOMESTIC";"LOMBARD";750;12;5;150;2000.0;400.0;2.6666666666666665;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WINE: DOMESTIC";"SULA DINDORI WHITE";750;12;5;150;850.0;170.0;1.1333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WINE: DOMESTIC";"CHANDAN BRUT DELICE";750;12;5;150;1473.25;294.65;1.9643333333333333;6.0;6.0;5.0;5.0;6.0;2.0;5;4.0;0.0;5.0;44.0;3.6666666666666665;64823.0
"WINE: DOMESTIC";"CHANDAN ROSE";750;12;5;150;1473.25;294.65;1.9643333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0;4.0;0.0;0.0;4.0;0.3333333333333333;5893.0
"WINE: IMPORTED";"CAMAS MARLOT";750;12;5;150;600.0;120.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WINE: IMPORTED";"CASABLANCA";750;12;5;150;1727.7691666666667;345.55383333333333;2.3036922222222223;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WINE: IMPORTED";"DOM PERIGNON";750;12;5;150;19424.816666666666;3884.963333333333;25.899755555555554;1.8;1.0;1.0;1.0;0.0;0.0;0;0.0;0.0;0.0;4.8;0.39999999999999997;93239.12
"WINE: IMPORTED";"FARRAEI BRUT";750;12;5;150;2100.0;420.0;2.8;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WINE: IMPORTED";"FARRARI ROSE";750;12;5;150;2500.0;500.0;3.3333333333333335;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WINE: IMPORTED";"GOLDEN SPARROW RED";750;12;5;150;985.0;197.0;1.3133333333333332;0.0;0.0;0.0;0.8;0.0;0.0;0;0.0;0.0;0.0;0.8;0.06666666666666667;788.0
"WINE: IMPORTED";"GOLDEN SPARROW WHITE";750;12;5;150;985.0;197.0;1.3133333333333332;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WINE: IMPORTED";"JACOB MERLOT";750;12;5;150;1140.0;228.0;1.52;0.0;0.0;0.0;0.0;0.0;0.0;12;0.0;0.0;0.0;12.0;1.0;13680.0
"WINE: IMPORTED";"JACOB RED WINE";750;12;5;150;875.89;175.178;1.1678533333333334;31.6;25.4;28.0;25.0;12.8;9.0;52;19.8;1.2;21.4;226.00000000000003;18.833333333333336;197951.14
"WINE: IMPORTED";"JACOB ROSE WINE";750;12;5;150;875.89;175.178;1.1678533333333334;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WINE: IMPORTED";"JACOB WHITE WINE";750;12;5;150;875.89;175.178;1.1678533333333334;26.6;34.0;30.6;24.0;24.8;21.0;41;15.0;17.6;22.2;257.2;21.433333333333334;225278.908
"WINE: IMPORTED";"MOET AND CHANDAN";750;12;5;150;5550.0;1110.0;7.4;9.0;5.0;10.0;13.4;2.0;3.0;2;1.0;2.0;0.0;47.4;3.9499999999999997;263070.0
"WINE: IMPORTED";"RAYAA WHITE";750;12;5;150;350.0;70.0;0.4666666666666667;0.0;0.0;0.0;1.0;0.0;0.0;0;0.0;0.0;0.0;1.0;0.08333333333333333;350.0
"WINE: IMPORTED";"RAYAA RED";750;12;5;150;700.0;140.0;0.9333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WINE: IMPORTED";"SANTE WHITE WINE";750;12;5;150;207.0;41.4;0.276;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WINE: IMPORTED";"SENORITA RED";750;12;5;150;550.0;110.0;0.7333333333333333;11.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;11.0;0.9166666666666666;6050.0
"WINE: IMPORTED";"SENORITA WHITE";750;12;5;150;550.0;110.0;0.7333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WINE: IMPORTED";"SHAKE WINE";720;12;5;150;2000.0;400.0;2.7777777777777777;0.0;0.0;0.0;11.0;0.0;0.0;0;0.0;0.0;0.0;11.0;0.9166666666666666;22000.0
"WINE: IMPORTED";"YELLOW ROSE";750;12;5;150;1438.7;287.74;1.9182666666666668;13.2;11.2;16.6;3.6;3.4;4.0;29;11.4;10.2;14.0;117.00000000000001;9.750000000000002;168327.90000000002
"WINE: IMPORTED";"YELLOW TAIL RED";750;12;5;150;1438.7;287.74;1.9182666666666668;19.8;20.4;21.6;40.4;9.2;6.8;50;15.2;18.8;18.2;220.0;18.333333333333332;316514.0
"WINE: IMPORTED";"YELLOW TAIL WHITE";750;12;5;150;1438.7;287.74;1.9182666666666668;24.0;22.6;18.6;24.6;15.2;13.0;52;14.2;17.6;44.6;246.6;20.55;354783.42
"WINE: IMPORTED";"SAKE WINE JAPANESE";720;12;5;150;2000.0;400.0;2.7777777777777777;6.0;0.0;6.083333333333333;0.0;0.0;0.0;0;0.0;0.0;0.0;12.083333333333332;1.0069444444444444;24166.666666666664
"WINE: IMPORTED";"PINOT GRIGO";720;12;5;150;2000.0;400.0;2.7777777777777777;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WINE: IMPORTED";"CAMPO VIEJO RIOJA (RED)";750;12;5;150;1824.0;364.8;2.432;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0;0.0;0.0;0.6;0.049999999999999996;1094.3999999999999
"WINE: IMPORTED";"CAMPO VIEJO RIOJA (WHITE)";750;12;5;150;1824.0;364.8;2.432;1.6;0.4;0.0;0.4;0.0;3.8;0;0.6;1.0;0.0;7.799999999999999;0.6499999999999999;14227.199999999999
"WINE: IMPORTED";"YELLOW TAIL MERLOT";750;12;5;150;1215.0;243.0;1.62;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WINE: IMPORTED";"RUFFINO SPARKLING";750;12;5;150;2200.0;440.0;2.933333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WINE: IMPORTED";"INSPIRA RESERVA CARMENERE";750;12;5;150;1457.17;291.434;1.9428933333333334;6.0;6.0;3.0;4.0;6.0;6.0;6;0.0;6.0;4.0;47.0;3.9166666666666665;68486.99
"WINE: IMPORTED";"INSPIRA SAUVIGNON BLANC";750;12;5;150;1457.17;291.434;1.9428933333333334;6.0;6.0;4.0;6.0;5.0;6.0;5;0.0;6.0;6.0;50.0;4.166666666666667;72858.5
